time,open,close,high,low,volume,turnover,avg_vol_last_100,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PP,R1,S1,R2,S2,R3,S3,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,EMA_20,STOCHk_14_3_3,STOCHd_14_3_3,ATR,ROC,CCI,color_change
1672676820,0.00792118315369339,0.008776692566126565,0.008007970537778242,0.009982335787611651,0.012497226411098378,0.008330127847124637,0.1890655218345072,8.27403925992985,1.3589847676000018,6.9150544923298485,16726.933333333334,16733.26666666667,16721.666666666668,16738.533333333336,16715.333333333332,16744.866666666672,16710.066666666666,16706.466835634357,16726.03,16745.59316436564,0.2339247791094667,0.6551385012810182,61.69006460205521,16726.03,16712.182500000003,16719.8275,16725.489734970368,16720.38483904771,16713.801825841998,78.06186868686889,74.83646493180457,23.692736544405022,0.0804490793215785,67.36852526550081,1
1672678080,0.008155268763142987,0.007878012502470222,0.00781983454149171,0.008522458493075868,0.03351972849730655,0.02234869541918057,0.18741791229552807,7.835215697730746,0.7361289643207183,7.099086733410028,16730.99649741692,16735.503502583077,16727.592994833838,16738.90700516616,16723.08598966768,16743.414010332315,16719.6824870846,16720.102480452282,16728.894999999997,16737.68751954771,0.1051177564054842,0.0680987708482465,55.6060957922413,16728.894999999997,16714.0125,16719.827500000003,16724.093156646915,16720.551231948124,16714.51593766657,72.6430976430979,75.80667789001187,23.64669229908266,0.1095611566784366,24.837999429363563,1
1672679340,0.007821706258143601,0.007164477174150363,0.007263391499659377,0.008572541500870612,0.014308270130893874,0.009526433888858881,0.18269833926471946,6.718072272105928,-0.30481156904328,7.022883841149208,16720.8,16732.6,16709.5,16743.899999999998,16697.7,16755.699999999997,16686.4,16710.01958440459,16725.66,16741.30041559541,0.1870230005322536,0.0864879701855193,51.28166521402809,16725.66,16715.6475,16718.74625,16720.303771097944,16719.12828068483,16714.345372174514,66.2142255892253,72.30639730639736,23.033019687781653,0.0979254478891289,8.24067796076744,1
1672680600,0.007297152734265344,0.007243527735305344,0.006749192384043479,0.008539152829007524,0.01736727557232472,0.011568941034233188,0.17872398220038332,5.842041699066613,-0.9446737136660772,6.78671541273269,16715.874124354228,16722.148248708458,16706.450875645765,16731.57149741692,16700.176751291536,16737.84562177115,16690.753502583073,16706.253445848346,16721.559999999998,16736.86655415165,0.1830756717872214,0.2424305979687933,51.729545629986944,16721.559999999998,16717.0575,16717.975,16718.094180731965,16718.136775105766,16714.281527205512,58.45959595959604,65.77230639730641,22.01817405590806,0.0844332864758447,3.9975701878896586,1
1672681860,0.00707451255049607,0.0069918141063647354,0.006530946999381504,0.008497416989178497,0.006623435480338362,0.004399233751459832,0.17328275718294867,4.847806444420712,-1.551127174649583,6.398933619070295,16713.962062177117,16718.724124354234,16708.91293782289,16723.77324870846,16704.150875645773,16728.535310885578,16699.101751291546,16702.336568627834,16718.09,16733.843431372166,0.1884597028986712,0.263860970215544,50.148607152184,16718.09,16718.684999999998,16717.23375,16715.612787154645,16716.77554326835,16713.935667471655,53.97727272727377,59.55036475869837,20.920656733391468,0.0974879263224975,-4.415009012845257,0
1672683120,0.006836981249175089,0.00690028187765912,0.006298104439927732,0.008464028317315186,0.014770900850877254,0.009834273816523425,0.16935898820993261,3.925852254091296,-1.9784650919831988,5.904317346074495,16711.897697755227,16715.095395510452,16707.452302244783,16719.540791020896,16704.254604489557,16722.73848877612,16699.809208979113,16705.325825298816,16713.58,16721.834174701187,0.0987720727837548,0.2558811058711898,49.55551754804334,16713.58,16719.805,16716.63375,16713.5918581031,16715.46180812865,16713.51798485531,52.64099326599615,55.025953984288655,19.72602055548638,0.0670724951866763,-15.898555070659626,0
1672684380,0.006672320613265059,0.0076075763722032175,0.00747628185262128,0.008480722653246842,0.016472742135310445,0.010974431675542557,0.16588362140456203,3.8368470935274672,-1.6539762020376232,5.49082329556509,16710.44884887761,16712.597697755224,16707.401151122387,16715.645395510448,16705.252302244775,16717.79424438806,16702.20460448955,16707.035307472168,16712.93,16718.824692527833,0.070540504002977,0.9342889790963984,54.075310958858495,16712.93,16720.9125,16716.317499999997,16715.077905402068,16715.932388468893,16713.94960534528,54.48232323232611,53.70019640853201,19.70136330537398,0.0662896784127631,25.88932466612472,1
1672685640,0.006944633363148434,0.00821501752634135,0.007598979241503656,0.009005478774506859,0.014460969668535842,0.00963665945883377,0.1622869108596376,4.305725134756358,-0.9480785286469864,5.253803663403344,16718.149999999998,16727.799999999996,16708.399999999994,16737.55,16698.749999999996,16747.199999999997,16688.999999999993,16703.939080583925,16715.454999999998,16726.97091941607,0.1377876870964422,0.9296226659153904,57.589812397255,16715.454999999998,16720.5575,16715.835,16718.501936934714,16717.644681474547,16715.03535721716,60.66919191919351,55.93083613917192,19.318163302575243,-0.0212207616759195,51.35326985229121,1
1672686900,0.0073853655492928105,0.007882173058320507,0.007427202897068108,0.009106760250681578,0.011555492449684346,0.007695593720803349,0.1584513835225443,4.30492331366986,-0.7591042797867873,5.064027593456648,16723.17887888607,16731.571121113928,16716.957757772136,16737.79224222786,16708.565515544276,16746.18448445572,16702.344394430344,16704.805682210426,16716.99,16729.174317789577,0.1457716704930168,0.6789185112902789,55.10151187446555,16716.99,16719.275,16715.1025,16719.45129128981,16718.3183757519,16715.636751767906,60.55218855218803,58.56790123456921,18.71661715635193,-0.0766395714159839,28.86209081471976,0
1672688160,0.0074388407869114825,0.00822125836011689,0.007893452974821136,0.009265356442031747,0.028556918144838305,0.019049446858217987,0.15713808507187116,4.580307376196288,-0.3869761738082884,4.967283550004576,16721.55,16727.1,16715.8,16732.85,16710.25,16738.399999999998,16704.5,16708.185221090636,16719.945,16731.704778909363,0.1406676745571038,0.7329975776855921,57.13352828458423,16719.945,16719.017499999998,16714.927499999998,16721.44252752654,16719.610489251554,16716.56896588525,59.327441077440426,60.18294051627399,18.44625968474237,-0.0153933524629407,54.99516706196374,1
