date,time,open,close,high,low,volume,turnover,color,avg_vol_last_100,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PP,R1,S1,R2,S2,R3,S3,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,EMA_20,STOCHk_14_3_3,STOCHd_14_3_3,ATR,ROC,CCI
2023-01-02,04:46:00,16626.7,16626.675,16626.7,16626.6,3.35038316,55705.815095834,grey,3.35038316,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02,05:12:00,16626.6875,16629.350000000002,16637.9,16614.9,51.55485942,857252.126308108,green,27.45262129,,,,16626.658333333336,16626.716666666674,16626.616666666672,16626.75833333334,16626.558333333334,16626.816666666677,16626.51666666667,,,,,,,,,,,,,,,,,
2023-01-02,05:38:00,16628.018750000003,16645.675,16658.8,16628.018750000003,50.93852354,848186.5576335511,green,35.28125537333333,,,,16627.383333333335,16639.86666666667,16616.86666666667,16650.383333333335,16604.383333333335,16662.86666666667,16593.86666666667,,,,,,,,,,,,,,,,,
2023-01-02,06:04:00,16636.846875000003,16651.5,16658.9,16636.846875000003,52.53289262,874945.800930509,green,39.594164685,,,,16644.164583333335,16660.310416666667,16629.52916666667,16674.94583333333,16613.38333333334,16691.091666666664,16598.747916666674,,,,,,,,,,,,,,,,,
2023-01-02,06:30:00,16644.1734375,16644.375,16650.8,16636.8,29.80126036,495915.180064656,red,37.63558382,,,,16649.08229166667,16661.317708333336,16639.264583333337,16671.135416666668,16627.02916666667,16683.370833333334,16617.21145833334,16620.05430628164,16639.515,16658.97569371836,0.23390938640170506,0.6248670800315691,,16639.515,,,16639.515,,,,,,,
2023-01-02,06:56:00,16644.27421875,16696.125,16763.5,16638.9,441.5283227,7378672.531714905,green,104.9510403,,,,16643.991666666665,16651.18333333333,16637.18333333333,16657.991666666665,16629.991666666665,16665.18333333333,16623.18333333333,16608.251357843477,16653.405,16698.55864215652,0.5422751942503233,0.9730515409135287,,16653.405,,,16658.385000000002,,,,,,,
2023-01-02,07:22:00,16670.199609375,16734.85,16757.9,16670.199609375,96.29848875,1611447.716995947,red,103.71496150714286,,,,16699.508333333335,16760.11666666667,16635.51666666667,16824.108333333334,16574.908333333336,16884.716666666667,16510.91666666667,16603.078622519417,16674.504999999997,16745.931377480578,0.8567136173527241,0.9224279749901072,,16674.504999999997,,,16683.873333333337,,,,,,,
2023-01-02,07:48:00,16702.5248046875,16730.025,16748.9,16702.5248046875,109.75334994,1835171.624623131,green,104.46976006125,,,,16720.983203125,16771.766796875003,16684.06640625,16808.683593750004,16633.282812499998,16859.467187500006,16596.366015624997,16615.45147927027,16691.375,16767.29852072973,0.9097335687411198,0.7545324533722932,,16691.375,,,16699.257222222226,,,,,,,
2023-01-02,08:14:00,16716.27490234375,16747.8,16766.3,16716.27490234375,121.35546703,2032364.856398769,green,106.34594972444444,,,,16727.149934895835,16751.77506510417,16705.39986979167,16773.525130208338,16680.774739583332,16798.150260416674,16659.024674479166,16636.099085166967,16710.635000000002,16785.170914833037,0.8920775881112278,0.7493093435778505,,16710.635000000002,,,16715.43814814815,,,,,,,
2023-01-02,08:40:00,16732.037451171876,16739.55,16751.8,16720.1,52.51272964,878794.208192879,red,100.962627716,,,,16743.45830078125,16770.64169921875,16720.616601562502,16793.4833984375,16693.433203125,16820.666796875,16670.591503906253,16694.133688992853,16729.670000000002,16765.20631100715,0.4248297905116893,0.639012741052524,,16729.670000000002,16684.5925,,16723.475432098767,16684.5925,,,,,,
2023-01-02,09:06:00,16735.793725585936,16730.475,16742.8,16720.1,36.64531332,613086.458118955,red,95.11559913454543,,,,16737.149999999998,16754.199999999997,16722.499999999996,16768.85,16705.449999999997,16785.899999999998,16690.799999999996,16723.33596273874,16736.54,16749.744037261262,0.1577869411629998,0.2703353951523486,,16736.54,16694.9725,,16725.808621399177,16692.934772727273,,,,,0.6242980030583342,
2023-01-02,09:32:00,16733.134362792967,16720.525,16733.134362792967,16713.9,44.45659846,743355.979638503,red,90.894015745,,,,16731.124999999996,16742.149999999994,16719.449999999993,16753.824999999997,16708.424999999996,16764.849999999995,16696.749999999993,16715.116632614994,16733.675,16752.233367385004,0.22180862703506687,0.14571236986549735,,16733.675,16704.09,,16724.04741426612,16697.951177685947,,,,,0.5482775935319135,
2023-01-02,09:58:00,16726.829681396484,16725.875,16755.0,16708.7,118.82912194,1988467.900844827,green,93.0428700676923,,,,16722.519787597656,16731.13957519531,16711.905212402344,16741.75415039062,16703.28542480469,16750.373937988275,16692.670849609378,16713.359841545505,16732.845,16752.330158454497,0.23289713679288646,0.32114592456924645,,16732.845,16712.109999999997,,16724.65660951075,16703.0282362885,,,,,0.4818068357095806,
2023-01-02,10:24:00,16726.352340698242,16728.075,16736.7,16721.6,55.82687282,933890.880270389,green,90.38458455,,,,16729.858333333334,16751.016666666666,16704.716666666667,16776.158333333333,16683.558333333334,16797.316666666666,16658.416666666668,16716.3820129415,16728.9,16741.417987058503,0.1496570253692903,0.4670474176021604,,16728.9,16719.767499999998,,16725.796073007165,16707.582193326954,,,,,0.45986848031709293,55.23978015878929
2023-01-02,10:50:00,16727.21367034912,16726.399999999998,16728.4,16722.6,22.35592095,373937.880630364,red,85.84934030999999,,,,16728.791666666668,16735.983333333337,16720.883333333335,16743.89166666667,16713.691666666666,16751.08333333334,16705.783333333333,16719.69015197767,16726.269999999997,16732.849848022324,0.07867681225195454,0.509878647619207,72.91461668406154,16726.269999999997,16727.969999999998,,16725.997382004774,16711.003612722052,,,,35.86539488995119,0.49280913221432354,44.57870536867923
2023-01-02,11:16:00,16726.80683517456,16722.35,16728.7,16706.0,52.26012731,873555.698008645,green,83.7500144975,,,,16725.8,16729.0,16723.199999999997,16731.600000000002,16719.999999999996,16734.800000000003,16717.399999999994,16719.08807639094,16724.645,16730.20192360906,0.06645191702496041,0.29350085033917916,69.99800448196314,16724.645,16730.5925,,16724.781588003185,16713.066592227133,,72.20507728246278,,34.46387284583625,0.15707237457792478,24.14638968314209
2023-01-02,11:42:00,16724.57841758728,16731.625,16737.1,16724.57841758728,40.28223221,674096.393578878,green,81.19308612764705,,,,16719.016666666666,16732.033333333333,16709.333333333332,16741.716666666667,16696.316666666666,16754.733333333334,16686.63333333333,16720.81829842005,16726.864999999998,16732.911701579946,0.07229928118565786,0.8936030195195455,72.69200392485735,16726.864999999998,16730.27,,16727.062725335458,16716.440848185837,,71.69561943813041,,32.43625289013364,-0.01927116167756834,49.43147603574749
2023-01-02,12:08:00,16728.10170879364,16734.925000000003,16740.4,16728.10170879364,35.19263334,589001.28778647,green,78.63750541722223,,,,16731.101139195758,16737.623860804237,16725.102278391518,16743.622721608477,16718.57955678304,16750.145443216956,16712.5806959788,16720.035266207975,16728.675,16737.314733792024,0.10329250573669875,0.8617009592224498,73.60030731680034,16728.675,16730.76,,16729.683483556975,16719.80160306114,,72.4043627162278,72.10168647894032,30.428117740240133,0.029288659162203613,62.10060078032962
2023-01-02,12:34:00,16731.513354396822,16727.475,16734.4,16720.5,37.22929853,622810.4031217151,red,76.45812610736841,,,,16734.475569597882,16740.849430402122,16728.551139195763,16746.773860804242,16722.177278391522,16753.147721608482,16716.252847989403,16719.868723467618,16728.555,16737.241276532382,0.1038496933223722,0.43783297158595297,68.09380620923758,16728.555,16728.7275,,16728.947322371318,16721.19676614093,,72.84041891184825,72.31346702206882,28.876208631609195,-0.12135922330097522,4.241491220120286
2023-01-02,13:00:00,16729.49417719841,16717.45,16729.49417719841,16713.2,20.91567651,349607.079328868,red,73.6810036275,,,,16727.458333333332,16734.416666666664,16720.516666666663,16741.358333333334,16713.55833333333,16748.316666666666,16706.61666666666,16714.212048156038,16726.765000000003,16739.31795184397,0.1500941974609588,0.128971730482642,61.43322386629022,16726.765000000003,16726.5175,16705.555,16725.114881580877,16720.515535933486,16705.555,64.82168631743637,70.02215598183749,27.68645526632989,-0.13202266488644285,-108.02653275739351
2023-01-02,13:26:00,16723.472088599206,16705.075,16723.472088599206,16688.2,105.69031524999998,1764771.982911168,red,75.20525656190476,,,,16720.048059066135,16726.89611813227,16710.601940933862,16736.342236264543,16703.753881867728,16743.190295330678,16694.307763735455,16701.616692276264,16723.31,16745.00330772374,0.25943796681084347,0.07970909203377283,54.36414735873581,16723.31,16723.9775,16709.475,16718.434921053922,16717.70816576376,16705.509285714284,46.76659079755131,61.47623200894531,28.387533874630485,-0.151818761870167,-230.0149354993085
2023-01-02,13:52:00,16714.273544299605,16700.4,16714.273544299605,16689.6,79.51721496,1327972.328796938,green,75.4012546709091,,,,16705.582362866404,16722.964725732807,16687.6926371336,16740.85445146561,16670.310274267198,16758.236814332013,16652.420548534395,16691.00386802158,16717.065,16743.126131978417,0.31179075966287645,0.1802709871966085,51.932932651810084,16717.065,16721.965000000004,16713.0275,16712.423280702616,16714.561226533984,16705.02268707483,28.79855112428102,46.79560941308957,28.05133779282414,-0.12036105325640192,-190.24723262441404
2023-01-02,14:18:00,16707.336772149803,16694.525,16707.336772149803,16669.6,94.17579459,1571573.591041861,red,76.21753901521738,,,,16701.424514766535,16713.24902953307,16688.575485233465,16726.098059066142,16676.75097046693,16737.92257383268,16663.901940933858,16685.125104778188,16708.985,16732.844895221813,0.2855935919723744,0.1969810666481919,48.9691636009055,16708.985,16718.83,16715.469999999998,16706.457187135078,16710.918276255077,16704.022907353417,22.138031867310684,32.567724596381005,28.911652329592314,-0.18743414021687083,-201.91046233093448
